time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-02-03 09:30:00-05:00,MachineLearningTrader,56c911ed12114dba8649382f9dc2fa3a,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MachineLearningTrader,56c911ed12114dba8649382f9dc2fa3a,SPY,sell,market,fill,1,gtc,0.0,1,stock,323.3500061035156,155.0,0.0
2020-02-10 09:30:00-05:00,MachineLearningTrader,14c5df1e8411480dbdc012fb78efb5a6,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-02-10 09:30:00-05:00,MachineLearningTrader,14c5df1e8411480dbdc012fb78efb5a6,SPY,sell,market,fill,1,gtc,0.0,1,stock,331.2300109863281,227.0,0.0
2020-02-13 09:30:00-05:00,MachineLearningTrader,6fce058c5e6146a082513010a4f52f37,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-02-13 09:30:00-05:00,MachineLearningTrader,6fce058c5e6146a082513010a4f52f37,SPY,sell,market,fill,1,gtc,0.0,1,stock,335.8599853515625,335.0,0.0
2020-03-06 09:30:00-05:00,MachineLearningTrader,0a6d11edf5014ce797d7f9b183abbf2c,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-03-06 09:30:00-05:00,MachineLearningTrader,0a6d11edf5014ce797d7f9b183abbf2c,SPY,sell,market,fill,1,gtc,0.0,1,stock,293.1499938964844,576.0,0.0
2020-03-09 09:30:00-04:00,MachineLearningTrader,6bf13a33516745e8893ccd1008b096f3,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-03-09 09:30:00-04:00,MachineLearningTrader,6bf13a33516745e8893ccd1008b096f3,SPY,sell,market,fill,1,gtc,0.0,1,stock,284.6400146484375,890.0,0.0
2020-03-11 09:30:00-04:00,MachineLearningTrader,e36d85dfd6d04c1da981ef7a7a91022f,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-03-11 09:30:00-04:00,MachineLearningTrader,d71f13dc326841ae97f4d575cb3b7ce4,SPY,buy,limit,fill,1,day,0.0,1,stock,256.0,155.0,0.0
2020-03-11 09:30:00-04:00,MachineLearningTrader,a8cab6c05b7449c7b457217fdfcaaff9,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-03-11 09:30:00-04:00,MachineLearningTrader,c41939e162254dd3bf35d2678944657c,SPY,buy,limit,fill,1,day,0.0,1,stock,256.0,227.0,0.0
2020-03-11 09:30:00-04:00,MachineLearningTrader,42768220a1114e8ab87f4e98159366ae,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-03-11 09:30:00-04:00,MachineLearningTrader,b90d885a64494ca5b9b75e75f675b842,SPY,buy,limit,fill,1,day,0.0,1,stock,256.0,335.0,0.0
2020-03-17 09:30:00-04:00,MachineLearningTrader,566f049701ca4ad6a2f3eeae705b1001,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-03-17 09:30:00-04:00,MachineLearningTrader,9d04aab6934443dd8a4ac58cde9e3c6e,SPY,buy,limit,fill,1,day,0.0,1,stock,234.5199951171875,576.0,0.0
2020-04-13 09:30:00-04:00,MachineLearningTrader,8b5c0538ec244c63a404178de16f92bb,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-04-13 09:30:00-04:00,MachineLearningTrader,8b5c0538ec244c63a404178de16f92bb,SPY,sell,market,fill,1,gtc,0.0,1,stock,280.9800109863281,785.0,0.0
2020-04-27 09:30:00-04:00,MachineLearningTrader,80aeaf37600845d190bb1e098963f56f,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-04-27 09:30:00-04:00,MachineLearningTrader,5b082441deca4a8a996b0e9e7a0c0b3a,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2020-04-27 09:30:00-04:00,MachineLearningTrader,f5ea404e53b047ff847263976dbe5531,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-04-27 09:30:00-04:00,MachineLearningTrader,0b6567326f214053a527bb75c9a17263,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2020-04-27 09:30:00-04:00,MachineLearningTrader,758f727573fd44fe9878d9fbc42fb60e,SPY,buy,market,new,1,day,0.0,1,stock,,,
2020-04-27 09:30:00-04:00,MachineLearningTrader,ce2d5e0453f24b4c88ef99f60ad8589b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-27 09:30:00-04:00,MachineLearningTrader,758f727573fd44fe9878d9fbc42fb60e,SPY,buy,market,fill,1,day,0.0,1,stock,291.0199890136719,1675.0,0.0
2020-04-27 09:30:00-04:00,MachineLearningTrader,ce2d5e0453f24b4c88ef99f60ad8589b,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.0199890136719,1137.0,0.0
2020-05-13 09:30:00-04:00,MachineLearningTrader,b8b788b6bf804be6b81f4d4e86c85d72,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-05-13 09:30:00-04:00,MachineLearningTrader,122a25d825e74f6380897cf518bcadff,SPY,sell,stop,fill,1,day,0.0,1,stock,276.46898956298827,1137.0,0.0
2020-06-15 09:30:00-04:00,MachineLearningTrader,ccfc83152c804701be59069d560c47f4,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-06-15 09:30:00-04:00,MachineLearningTrader,ccfc83152c804701be59069d560c47f4,SPY,sell,market,fill,1,gtc,0.0,1,stock,315.4800109863281,250.0,0.0
2020-06-22 09:30:00-04:00,MachineLearningTrader,d7351f7c50f9443eba32c68a1a2cfc4f,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-06-22 09:30:00-04:00,MachineLearningTrader,d7351f7c50f9443eba32c68a1a2cfc4f,SPY,sell,market,fill,1,gtc,0.0,1,stock,313.489990234375,378.0,0.0
2020-06-25 09:30:00-04:00,MachineLearningTrader,6a453f3e63f0402bafa65fd080056428,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,MachineLearningTrader,1555202a3b304671beca089355f3853f,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,MachineLearningTrader,0486dc1ceadd4f6494c238ad67a761c3,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,MachineLearningTrader,5adcbca0d1e1492cafe80f0f73f72e82,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,MachineLearningTrader,ad97a87bf58a40a68f097e93ee2aec7d,SPY,buy,market,new,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,MachineLearningTrader,c4f98517e68d465193d21438075451cb,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,MachineLearningTrader,ad97a87bf58a40a68f097e93ee2aec7d,SPY,buy,market,fill,1,day,0.0,1,stock,306.1600036621094,628.0,0.0
2020-06-25 09:30:00-04:00,MachineLearningTrader,c4f98517e68d465193d21438075451cb,SPY,buy,market,fill,1,gtc,0.0,1,stock,306.1600036621094,580.0,0.0
2020-12-01 09:30:00-05:00,MachineLearningTrader,48e2c6ec553a4f90a69d4c830f4b6e6f,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-12-01 09:30:00-05:00,MachineLearningTrader,a1904b2839b94eb6ab4ac651f8cac068,SPY,sell,limit,fill,1,day,0.0,1,stock,367.3920043945312,580.0,0.0
2021-07-16 09:30:00-04:00,MachineLearningTrader,377f8fe563344780ac8754b1d333664f,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2021-07-16 09:30:00-04:00,MachineLearningTrader,377f8fe563344780ac8754b1d333664f,SPY,sell,market,fill,1,gtc,0.0,1,stock,436.010009765625,228.0,0.0
2021-10-25 08:30:00-04:00,MachineLearningTrader,17c1a329ba7a44cf9f89118838f6faaa,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2021-10-25 08:30:00-04:00,MachineLearningTrader,8a0a7709fe0b4dcf87b0075137ffa0fb,SPY,buy,stop,fill,1,day,0.0,1,stock,457.8105102539063,228.0,0.0
2022-01-21 09:30:00-05:00,MachineLearningTrader,3c38dd43d6254eb8933dedd49125d876,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-01-21 09:30:00-05:00,MachineLearningTrader,3c38dd43d6254eb8933dedd49125d876,SPY,sell,market,fill,1,gtc,0.0,1,stock,445.55999755859375,217.0,0.0
2022-03-04 09:30:00-05:00,MachineLearningTrader,8f79d38870654eb5b2a0db6c76220b34,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-03-04 09:30:00-05:00,MachineLearningTrader,8f79d38870654eb5b2a0db6c76220b34,SPY,sell,market,fill,1,gtc,0.0,1,stock,431.75,336.0,0.0
2022-03-18 09:30:00-04:00,MachineLearningTrader,33954f5b36714de8a3c80413805edb4b,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-03-18 09:30:00-04:00,MachineLearningTrader,33954f5b36714de8a3c80413805edb4b,SPY,sell,market,fill,1,gtc,0.0,1,stock,438.0,497.0,0.0
2022-03-24 09:30:00-04:00,MachineLearningTrader,10d24b897234482f9093720bd8517841,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-03-24 09:30:00-04:00,MachineLearningTrader,10d24b897234482f9093720bd8517841,SPY,sell,market,fill,1,gtc,0.0,1,stock,451.1600036621094,724.0,0.0
2022-03-28 08:30:00-04:00,MachineLearningTrader,3ee966edfb7442f1aedb3ffb1eb914da,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-03-28 08:30:00-04:00,MachineLearningTrader,4cd76dbd45254068859d33206640c551,SPY,buy,stop,fill,1,day,0.0,1,stock,460.0199890136719,336.0,0.0
2022-03-28 08:30:00-04:00,MachineLearningTrader,e2659e0cc8ab439788c8fcd32195a77f,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-03-28 08:30:00-04:00,MachineLearningTrader,6c7e14ea8c1947b19198422c15be0ebd,SPY,buy,stop,fill,1,day,0.0,1,stock,460.0199890136719,497.0,0.0
2022-04-22 09:30:00-04:00,MachineLearningTrader,0aecf5847aa94d5caa401efbc45b6fed,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-04-22 09:30:00-04:00,MachineLearningTrader,0aecf5847aa94d5caa401efbc45b6fed,SPY,sell,market,fill,1,gtc,0.0,1,stock,436.9100036621094,683.0,0.0
2022-04-27 09:30:00-04:00,MachineLearningTrader,2c6f92233b3c41769cfc44789fe0153a,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-04-27 09:30:00-04:00,MachineLearningTrader,2c6f92233b3c41769cfc44789fe0153a,SPY,sell,market,fill,1,gtc,0.0,1,stock,422.2900085449219,1060.0,0.0
2022-04-28 09:30:00-04:00,MachineLearningTrader,90a99594e0194a75911b9778746d7e11,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-04-28 09:30:00-04:00,MachineLearningTrader,90a99594e0194a75911b9778746d7e11,SPY,sell,market,fill,1,gtc,0.0,1,stock,423.5899963378906,1585.0,0.0
2022-06-10 09:30:00-04:00,MachineLearningTrader,956f06fafb1d4d9aacdfb441f1ca98f7,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-06-10 09:30:00-04:00,MachineLearningTrader,956f06fafb1d4d9aacdfb441f1ca98f7,SPY,sell,market,fill,1,gtc,0.0,1,stock,394.8800048828125,2550.0,0.0
2022-07-08 09:30:00-04:00,MachineLearningTrader,2c673d1cbbb749f2bb8b3fbf8d63d607,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,8e9482d38f1f4589b18fb3d784611e84,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,ab42cc66df3c4a6583e0f0c58b6652dd,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,61e88b62d3b243d4985d38ea5ebfd5e4,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,2e484e36944f4d9b91e479b75b73c19e,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,0f913f05ce2a448c852f7659de14f7ce,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,9c48993027c24c8b94c516c5e828c11a,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,6d25d358a0bd4d38887177aba06db825,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,a09b4f2d831945d9a9608d945f4fe808,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,be62aa4283e24ff8bb790ddb26b56239,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,0e1ab15e04e6439f8f55821b463065e6,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,ff0d03e77a3f4bf6be9dc690ca28f1aa,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,11ed12526e964e4c9a1d1efee51a85d4,SPY,buy,market,new,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,36ec0ef624ea437eaffc3f96ac94326d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MachineLearningTrader,11ed12526e964e4c9a1d1efee51a85d4,SPY,buy,market,fill,1,day,0.0,1,stock,387.2699890136719,6819.0,0.0
2022-07-08 09:30:00-04:00,MachineLearningTrader,36ec0ef624ea437eaffc3f96ac94326d,SPY,buy,market,fill,1,gtc,0.0,1,stock,387.2699890136719,3900.0,0.0
2022-09-22 09:30:00-04:00,MachineLearningTrader,8927895ed003478e82efb09315fda8da,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2022-09-22 09:30:00-04:00,MachineLearningTrader,a1c462fb8927423b8fc6cdeb2c67bd8a,SPY,sell,stop,fill,1,day,0.0,1,stock,367.90648956298827,3900.0,0.0
2022-09-27 09:30:00-04:00,MachineLearningTrader,a923c0192dbc4d368634ffa4161df630,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-09-27 09:30:00-04:00,MachineLearningTrader,a923c0192dbc4d368634ffa4161df630,SPY,sell,market,fill,1,gtc,0.0,1,stock,364.3800048828125,418.0,0.0
2022-09-28 09:30:00-04:00,MachineLearningTrader,3431601412f0489da37e98444c0a4565,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-09-28 09:30:00-04:00,MachineLearningTrader,3431601412f0489da37e98444c0a4565,SPY,sell,market,fill,1,gtc,0.0,1,stock,366.80999755859375,623.0,0.0
2022-10-24 08:30:00-04:00,MachineLearningTrader,6bbbe44499f047a2b2fceb005fc099b7,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-10-24 08:30:00-04:00,MachineLearningTrader,6a173e524dde48a2b96b1b1fb5fb00f7,SPY,buy,stop,fill,1,day,0.0,1,stock,382.59900512695316,418.0,0.0
2022-10-24 08:30:00-04:00,MachineLearningTrader,2377510ec616439798d9a82e2f8dc476,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-10-24 08:30:00-04:00,MachineLearningTrader,40de225aaf5f425f80eb576fe5bed718,SPY,buy,stop,fill,1,day,0.0,1,stock,385.15049743652344,623.0,0.0
2023-01-19 09:30:00-05:00,MachineLearningTrader,563ffa8338224b15b19d72596c3aa0d8,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MachineLearningTrader,563ffa8338224b15b19d72596c3aa0d8,SPY,sell,market,fill,1,gtc,0.0,1,stock,389.3599853515625,367.0,0.0
2023-02-01 09:30:00-05:00,MachineLearningTrader,0bbb0960307045529f1b0a103c44336a,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-01 09:30:00-05:00,MachineLearningTrader,342ee5c588644d4583676de7aabbb1b1,SPY,buy,stop,fill,1,day,0.0,1,stock,408.82798461914064,367.0,0.0
2023-04-10 09:30:00-04:00,MachineLearningTrader,680d4f4b3106433f8741bdfdd0d52c29,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-10 09:30:00-04:00,MachineLearningTrader,680d4f4b3106433f8741bdfdd0d52c29,SPY,sell,market,fill,1,gtc,0.0,1,stock,410.260009765625,339.0,0.0
2023-06-06 09:30:00-04:00,MachineLearningTrader,ed0b668d61414454a9b9b93dbfa1094b,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MachineLearningTrader,e6bb73ee7afb4d11b116dee60a5f230d,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MachineLearningTrader,abc9816eb746426ba14e1cb137b8d086,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MachineLearningTrader,f725f1e1125442d5a8577577f6bb4081,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MachineLearningTrader,abc9816eb746426ba14e1cb137b8d086,SPY,buy,market,fill,1,day,0.0,1,stock,428.44000244140625,339.0,0.0
2023-06-06 09:30:00-04:00,MachineLearningTrader,f725f1e1125442d5a8577577f6bb4081,SPY,buy,market,fill,1,gtc,0.0,1,stock,428.44000244140625,487.0,0.0
2023-06-12 09:30:00-04:00,MachineLearningTrader,2d5bbad2b71b456e80ec12c839bc063a,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MachineLearningTrader,17bdc64921b7412baeecf6ef083ad4fa,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MachineLearningTrader,b07bc1b514fd40899c77f3f826f45628,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MachineLearningTrader,409aa5ebd1994c87b290a4c6bee93d91,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MachineLearningTrader,b07bc1b514fd40899c77f3f826f45628,SPY,sell,market,fill,1,day,0.0,1,stock,435.32000732421875,487.0,0.0
2023-06-12 09:30:00-04:00,MachineLearningTrader,409aa5ebd1994c87b290a4c6bee93d91,SPY,sell,market,fill,1,gtc,0.0,1,stock,435.32000732421875,73.0,0.0
2023-06-29 09:30:00-04:00,MachineLearningTrader,06163df3a23a4fa2b7c8875b773c8ef3,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-29 09:30:00-04:00,MachineLearningTrader,06163df3a23a4fa2b7c8875b773c8ef3,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.44000244140625,348.0,0.0
2023-07-26 09:30:00-04:00,MachineLearningTrader,1c1415b5d4824b38b7a6c8677125112c,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-07-26 09:30:00-04:00,MachineLearningTrader,8a36da4d093741c49bb1a03abf3c27d1,SPY,buy,stop,fill,1,day,0.0,1,stock,459.0199890136719,73.0,0.0
2023-08-01 09:30:00-04:00,MachineLearningTrader,e8f83602d73a47d7a948caa6fc86581a,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-01 09:30:00-04:00,MachineLearningTrader,e8f83602d73a47d7a948caa6fc86581a,SPY,sell,market,fill,1,gtc,0.0,1,stock,453.25,472.0,0.0
2023-08-11 09:30:00-04:00,MachineLearningTrader,8638b19dc8174f0e8b0ce45ca7c442ed,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-11 09:30:00-04:00,MachineLearningTrader,8638b19dc8174f0e8b0ce45ca7c442ed,SPY,sell,market,fill,1,gtc,0.0,1,stock,443.9700012207031,722.0,0.0
2023-08-21 09:30:00-04:00,MachineLearningTrader,5a6b96d4d44746fd8482176f072ad633,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-21 09:30:00-04:00,MachineLearningTrader,5a6b96d4d44746fd8482176f072ad633,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.17999267578125,1090.0,0.0
2023-09-08 09:30:00-04:00,MachineLearningTrader,601461e3a7bb41a89a6ce3d10fa05283,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-09-08 09:30:00-04:00,MachineLearningTrader,601461e3a7bb41a89a6ce3d10fa05283,SPY,sell,market,fill,1,gtc,0.0,1,stock,444.8999938964844,1621.0,0.0
2023-11-02 09:30:00-04:00,MachineLearningTrader,a8f80238759f46dcb4a69ed8c74e529d,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-02 09:30:00-04:00,MachineLearningTrader,a8f80238759f46dcb4a69ed8c74e529d,SPY,sell,market,fill,1,gtc,0.0,1,stock,433.1400146484375,2498.0,0.0
2023-11-13 09:30:00-05:00,MachineLearningTrader,f448c5885e364f3eabc6ef292c2e95ad,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-13 09:30:00-05:00,MachineLearningTrader,f448c5885e364f3eabc6ef292c2e95ad,SPY,sell,market,fill,1,gtc,0.0,1,stock,439.2300109863281,3695.0,0.0
2023-11-16 09:30:00-05:00,MachineLearningTrader,7ebc3364e2fc4157a4636152d87faecd,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,e32b3363c04c4afba2fba74441d5054d,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,677aae0d92ce4b31a189a173edf3f921,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,7253cd518a9c4e43b25bbde62507601e,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,493d019424c04e7a8c8579de8bf92645,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,7860105c19fc4f94917e673492952956,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,b457c586ec94496aaa1bfb84abff8519,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,3c7079714f9a4897aa8a4d314a6521b3,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,0d7ee8e7bc774b9b8880f213018d438a,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,fbd2f6c015ff456faa7eacf3111a26ef,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,ba9437f7a8f149e7ab5490ef97b1bcd0,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,9acd86c505c44501b36dc81c8a92e2cd,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,109f806c3dc4403e96387fa45bfb2f9d,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,93802fd1ac2b49e09ed9abc237abefe6,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,0d3882eec6af4139a0298f69a61dc067,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,a3317c2b1db74f59a1aacedeaa61b27c,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MachineLearningTrader,0d3882eec6af4139a0298f69a61dc067,SPY,buy,market,fill,1,day,0.0,1,stock,449.2200012207031,10446.0,0.0
2023-11-16 09:30:00-05:00,MachineLearningTrader,a3317c2b1db74f59a1aacedeaa61b27c,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.2200012207031,5419.0,0.0
